"id","input_data","full_response","response","feedback","created_at","parent_mlalgorithm_id"
"101","""business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.""","{'paragraph': 'business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.', 'summary': 'We may share or transfer information we collect under this privacy policy in connection with any merger', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:05:45.890568","1"
"102","""process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above""","{'paragraph': 'process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above', 'summary': 'You may cancel your account and you may opt out of receiving marketing emails from us at', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:05:46.549686","1"
"103","""You don\u2019t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.""","{'paragraph': 'You don’t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:06:44.625350","1"
"104","""In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.""","{'paragraph': 'In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:06:49.607926","1"
"105","""The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.""","{'paragraph': 'The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:06:56.623224","1"
"106","""From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.""","{'paragraph': 'From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:01.509246","1"
"107","""When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.""","{'paragraph': 'When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:07.202221","1"
"108","""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them.""","{'paragraph': ""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them."", 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:13.314227","1"
"109","""You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.""","{'paragraph': 'You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:19.888226","1"
"110","""We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties\u2019 privacy practices, please consult their privacy policies.""","{'paragraph': 'We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties’ privacy practices, please consult their privacy policies.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:25.751224","1"
"111","""Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section""","{'paragraph': 'Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:31.412225","1"
"112","""prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services""","{'paragraph': 'prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:37.206223","1"
"113","""business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.""","{'paragraph': 'business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:43.768229","1"
"114","""process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above""","{'paragraph': 'process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-07 12:07:49.091225","1"
"115","""You don\u2019t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.""","{'paragraph': 'You don’t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:21.548027","1"
"116","""In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.""","{'paragraph': 'In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:25.929028","1"
"117","""The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.""","{'paragraph': 'The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:30.440044","1"
"118","""From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.""","{'paragraph': 'From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:34.572763","1"
"119","""When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.""","{'paragraph': 'When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:39.043148","1"
"120","""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them.""","{'paragraph': ""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them."", 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:43.694160","1"
"121","""You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.""","{'paragraph': 'You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:47.701282","1"
"122","""We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties\u2019 privacy practices, please consult their privacy policies.""","{'paragraph': 'We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties’ privacy practices, please consult their privacy policies.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:51.481590","1"
"123","""Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section""","{'paragraph': 'Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:56:56.013590","1"
"124","""prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services""","{'paragraph': 'prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:57:00.611725","1"
"125","""business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.""","{'paragraph': 'business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:57:05.580696","1"
"126","""process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above""","{'paragraph': 'process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 11:57:10.159700","1"
"127","""You don\u2019t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.""","{'paragraph': 'You don’t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:10:29.473466","1"
"128","""In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.""","{'paragraph': 'In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:10:35.752468","1"
"129","""The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.""","{'paragraph': 'The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:10:41.834469","1"
"130","""From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.""","{'paragraph': 'From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:10:47.614326","1"
"131","""When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.""","{'paragraph': 'When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:10:53.647499","1"
"132","""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them.""","{'paragraph': ""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them."", 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:11:00.774499","1"
"133","""You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.""","{'paragraph': 'You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:11:06.360498","1"
"134","""We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties\u2019 privacy practices, please consult their privacy policies.""","{'paragraph': 'We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties’ privacy practices, please consult their privacy policies.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:11:13.017495","1"
"135","""Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section""","{'paragraph': 'Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:11:18.293498","1"
"136","""prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services""","{'paragraph': 'prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:11:25.924034","1"
"137","""business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.""","{'paragraph': 'business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:11:32.626605","1"
"138","""process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above""","{'paragraph': 'process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-08 13:11:39.287934","1"
"139","""You don\u2019t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.""","{'paragraph': 'You don’t have to create an account to use some of our service features, such as searching and viewing public presentations. If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password. If you choose to authenticate using a third-party account (e.g., Google), you authorize us to obtain account information from the third-party platform.', 'summary': ""You don't have to create an account to use some of our service features. If"", 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:25.500477","1"
"140","""In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.""","{'paragraph': 'In order to gain access to specific premium features within our Services, you must provide us with payment information, including your credit or debit card number, card expiration date, CVV code, and billing address.', 'summary': 'You must provide us with payment information, including your credit or debit card number, card', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:27.312652","1"
"141","""The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.""","{'paragraph': 'The Services also include our customer support, where you may choose to submit information regarding a problem you are experiencing.  For example, if you designate yourself as a technical contact, open a support ticket, speak to one of our representatives directly or otherwise engage with our support team, you will be asked to provide contact information, a summary of the problem you are experiencing, and any other documentation, screenshots or information that would be helpful in resolving the issue.', 'summary': 'The Services also include our customer support, where you may choose to submit information regarding a', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:29.436774","1"
"142","""From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.""","{'paragraph': 'From time to time, we may ask our registered users or visitors to participate in surveys. These surveys are optional. If you choose to participate, any information you provide to us, including personal information, will be linked with your account in our system. If you would not like your information to be used in this way, you have the option to not participate in surveys or, if you do participate, to provide us only with information you consent to our use of in accordance with this Privacy Policy.', 'summary': 'We may ask our registered users or visitors to participate in surveys. These surveys are optional', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:31.974918","1"
"143","""When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.""","{'paragraph': 'When you visit our websites, sign in into our Services, interact with our email notifications, or visit a third-party service that includes content from our Services, we may receive information about you, or combine such information with other personal information. This service usage information includes data such as your IP address, browser type, operating system, the referring web page, pages visited within our Services, location, your mobile carrier, device information (including device and application IDs), search terms, and cookie information.', 'summary': 'We may receive information about you, or combine such information with other personal information. This', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:34.905013","1"
"144","""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them.""","{'paragraph': ""We may provide links to online services that we do not own or operate. These services fall outside of this Privacy Policy and we have no control over the data they collect. For example, if you click on an advertisement, you may be taken to the advertiser's website. Once on a third-party site, your data may be collected by others. We encourage you to read the privacy policies of such services before using them."", 'summary': 'We may provide links to online services that we do not own or operate. These services', 'label': 'policy', 'status': 'OK'}","policy","","2022-09-10 19:21:38.324899","1"
"145","""You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.""","{'paragraph': 'You may use content and/or functionality from third-party services in your presentations, videos and User Content. This Privacy Policy covers our websites and apps, but does not cover any third-party site, content, or app.', 'summary': 'You may use content and/or functionality from third-party services in your presentations,', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:42.039399","1"
